,state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
322,VA  ,Skrt,Skrt,Skrt;0,VASkrt;0,0,,"Keefer, Rose Hill, and Tuscarora Formations",Silurian,"Keefer, Rose Hill, and Tuscarora Formations - Quartzarenite, dusky-red shale, and sandstone, Some landslides with intact stratigraphic units in Craig County area..",,"Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002): Keefer Sandstone, and Rose Hill and Tuscarora Formations. Keefer Sandstone (Ulrich, 1911). Sandstone, light-gray, fine-grained, cross-laminated, medium-bedded, very resistant. Thins northward and southwestward from a maximum of over 300 feet in Craig and western Botetourt counties. To the north it appears to interfinger with the Wills Creek and McKenzie Formations. The Keefer is equivalent to the upper portion of the Massanutten Sandstone. (The Keefer Sandstone, as used in this report, includes all of the quartzarenites with minor Skolithus-bearing red sand stone and minor calcite cemented quartzarenite in the interval above the Rose Hill Formation and below the Tonoloway Limestone in Botetourt, Rockbridge, and Augusta counties between Eagle Rock and Augusta Springs (Lampiris, 1976). Rose Hill Formation (Swartz, 1923). Sandstone, dark grayish-red, fine- to coarse-grained, poorly-sorted, argillaceous; hematite cemented, quartz sandstone interbedded with red or yellowish-green clay shale and greenish-gray, fine-grained sandstone. It is largely siltstone and shale with minor sandstone and thin limonitic iron ore beds in Southwest Virginia. Conformable with the underlying Tuscarora Formation, the Rose Hill Formation ranges up to 500 feet in thickness in northern and western Virginia but pinches-out in southwest ern Botetourt and Roanoke counties where the Keefer and Tuscarora For ma tions merge. It is present with other Silurian rocks everywhere except in the Massanutten Mountains or where an unconformity exists in exposures east of Walker Mountain. Tuscarora Formation (Darton and Taff, 1896). Quartzite, quartzarenite, and minor shale. Quartzite, light-gray with few nearly white, porcelaneous beds, fine- to medium-grained, with quartz-pebble conglomerate locally near base, quartz cemented, thick-bedded, and cross-bedded, resistant, cliff- and ledge-former, generally not more than 75 feet thick, comprises entire unit in many areas or is upper member where unconformably overlying a lower quartzarenite and shale member. Quartzarenite, light-yellowish-brown or medium-gray, fine-grained, thin-bedded, ranges in thickness from 0 to 175feet. Shale, light- to medium-brownish-gray, arenaceous, thin interbeds in quartzarenite. Conformably overlies the Juniata Formation in central western Virginia. Where lower member is absent the upper member unconformably overlies the Juniata, Oswego, Martinsburg, or Reedsville Formations or may be conformable with the Juniata Formation in northern Virginia. In southwestern Virginia grayish-red, fine-grained, ferruginous sandstone with lenses of coarse-grained, quartz sandstone and quartz-pebble conglomerate are included in the upper part of the formation. The Tuscarora is equivalent to the Clinch Formation and to the lower part of the Massanutten Sandstone. ",VA003,arenite,shale,sandstone,VA001 VA002 VA003,
323,VA  ,Tc,Tc,Tc;0,VATc;0,0,,Chesapeake Group,Tertiary,"Chesapeake Group - Fine- to coarse-grained sand, silt, clay; variably shelly and diatomaceous",,"May include the following fomations - Chowan River, Yorktown, Eastover, St. Marys, Choptank, and Calvert; Coastal Plain From expanded explanation (ref. VA002): Chesapeake Group (upper Pliocene to lower Miocene,Darton, 1891). Fine-to coarse-grained, quartzose sand, silt, and clay; variably shelly and diatomaceous, deposited mainly in shallow, inner- and middle-shelf waters. Ages of units based on studies of foraminiferal, nannofossil, diatom, and moluscan assemblages in Virginia and adjacent states (Andrews, 1988; Gibson, 1983; Gibson and others, 1980; Poag, 1989; Ward and Blackwelder, 1980; Ward and Krafft, 1984). Includes the following formations, from youngest to oldest: Chowan River Formation (upper Pliocene, Blackwelder, 1981). Gray to dusky-blue-green sand, fine- to medium-grained, clayey and silty, commonly very shelly; grades laterally into laminated, silty clay and upward into cross-bedded, biofragmental sand, clayey silt, and silty clay. Discontinuous pebbly to bouldery sand at very irregular base of unit. Mollusks include Glycymeris hummi, Noetia carolinensis, and Carolinapecten eboreus bertiensis. Thickness is 0 to 50 feet. Recognized only in southeasternmost Virginia and North Carolina. Yorktown Formation (lower upper Pliocene to lower Pliocene, Clark and Miller, 1906). Bluish-gray and brownish-yellow sand, fine- to coarse-grained, in part glauconitic and phosphatic, commonly very shelly, interbedded with sandy and silty blue-gray clay. In lower York and James River basins, unit includes cross-bedded shell hash. Mollusks in clude Glycymeris subovata, Chesapecten jeffersonius, Chesapecten madisonius, Mercenaria tridacnoides, Panopea reflexa. Coarse-grained sand and gravel facies of the Yorktown in updip areas is mapped separately as unit psg. Thickness is 0 to 150 feet. Eastover Formation (upper Miocene, Ward and Blackwelder, 1980). Dark-gray to bluish-gray, muddy sand, very fine to fine, micaceous, interbedded with sandy silt and clay. Lower part of unit is dominantly medium- to very-thin-bedded and laminated silt and clay interbedded with very-fine sand, lenticular and wavy bedding common; upper part is mainly very-fine- to fine-grained sand containing abundant clay laminae. Typical mol lusks include Chesapecten middlesexensis, Marvacrassatella surryensis, Glossus fraterna. Thickness is 0 to 270 feet. St. Marys Formation (upper and middle Miocene, Shattuck, 1902). Bluish- to pinkish-gray, muddy, very-fine sand and sandy clay-silt, locally abundantly shelly. Chesapecten santamaria, Buccinofusus parilis, and Ecphora gardnerae are characteristic mollusks. Occurs northeast of Mattaponi River. Thickness is 0 to 40 feet. Choptank Formation (middle Miocene, Shattuck, 1902). Olive-gray sand, fine to very-fine, clayey and silty, shelly, and diatomaceous clay-silt; common y forms fining-upward sequences. Mollusks include Chesapecten nefrens, Mercenaria cuneata, Ecphora meganae. Thickness is 0 to 50 feet. Calvert Formation (middle and lower Miocene, Shattuck, 1902). Commonly consists of 2 to 7 fining-upward sequences. Each sequence includes a light- to dark-olive-gray basal sand, very fine to fine, clayey and silty, very sparsely to abundantly shelly; grades upward to sandy, diatomaceous clay-silt and diatomite. Typical molluscs include Chesapecten coccymelus, Crassatella melinus, Ecphora tricostata. Thickness is 0 to 600 feet. ",VA003,sand,silt,clay or mud,VA001 VA002 VA003,
324,VA  ,TRc3,TRc3,TRc3;0,VATRc3;0,0,,"Newark Supergroup; Conglomerate, arkosic maatrix",Upper Triassic,"Conglomerate, arkosic matrix",,"Newark Supergroup; Mesozoic Basins. Paper map and digital map have differernt labels: paper map does not have TR prefix, but the digital source has TR as part of the label. From expanded explanation (ref. VA002): Conglomerate, arkosic. Round to subround pebbles, cobbles, and boulders of mixed lithologies in a matrix of medium- to very-coarse-grained arkosic sandstone. ",VA003,conglomerate,arkose,,VA001 VA002 VA003,
325,VA  ,water,water,water;0,VAwater;0,0,,Water,Holocene,Water,,,VA003,water,,,VA001 VA003,
326,VA  ,Ypc,Ypc,Ypc;0,VAYpc;0,0,,Porphyritic Leucocharnockite,Proterozoic Y,Porphyritic Leucocharnockite - Leucocharnockite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002): Porphyritic leucocharnockite. Leucocratic, very coarse-grained, porphyritic pyroxene-bearing granite with euhedral Potassium feldspar megacrysts, interstitial plagioclase and blue quartz; clinopyroxene and/or orthopyroxene are thoroughly uralitized; hornblende, titaniferous biotite, and garnet may be present; accessory minerals include magnetite ilmenite, apatite, and zircon. Rocks within this map unit were dated at 1075 Ma (UPb zircon; Sinha and Bartholomew, 1984), and 1021 +/- 36 Ma (Sm-Nd whole rock; Pettingill and others, 1984). ",VA003,granite,,,VA001 VA002 VA003,
327,VA  ,Ysh,Ysh,Ysh;0,VAYsh;0,0,,Schaeffer Hollow Granite,Proterozoic Y,Schaeffer Hollow granite - Granite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002): Schaeffer Hollow granite (Herz and Force, 1987). Leucocratic, coarse-grained, porphyritic, alkali feldspar-blue quartz granite; may contain as much as 10 percent biotite (after hornblende or pyroxene?); accessories include ilmenite, apatite, and zircon; gradational into mylonitic flaser gneiss; contains granulite xenoliths. ",VA003,granite,,,VA001 VA002 VA003,
328,VA  ,Za,Za,Za;0,VAZa;0,0,,Aaron Slate,Proterozoic Z,Aaron Slate - Phyllite and slate.,,"Carolina Slate Belt From expanded explanation (ref. VA002): Phyllite and slate. Very-light-gray, fine-grained, bedded volcaniclastic sediments, conglomerate, lithic feldspathic arenite, micaceous sandstone, siltstone, phyllite, argillite, and vitric tuff, with minor greenstone. Lithic fragments and relict euhedral crystals are common. The lower part of the unit is dominantly grayish-green slate interbedded with light-gray to grayish-green micaceous metasandstone; bedding is conspicuous and graded-bedding is common. The unit grades upward to bedded light-gray to moderate-red phyllite, metasandstone and slate. ",VA003,phyllite,slate,metasedimentary rock,VA001 VA002 VA003,
329,VA  ,Zlf,Zlf,Zlf;0,VAZlf;0,0,,Lynchburg Group - Fanglomerate,Proterozoic Z,Lynchburg Group - Fanglomerate,,"Blue Ridge Anticlinorium, Central. From expanded explanation (ref. VA002): Fanglomerate. Matrix-supported, poorly-sorted pebbly to cobbly lithic conglomerate occurs at the base of the Lynchburg Group; includes in part the Rockfish conglomerate formation of Nelson (1962). ",VA003,conglomerate,,,VA001 VA002 VA003,
330,VA  ,Zph,Zph,Zph;0,VAZph;0,0,,Phyllite and Metasiltstone,Proterozoic Z,Phyllite and metasiltstone.,,"Carolina Slate Belt From expanded explanation (ref. VA002): Phyllite and metasiltstone. Dominantly light-gray, schistose chlorite-sericite phyllite and phyllitic metasiltstone with a well-developed phyllitic or slaty cleavage; includes minor interlayered mafic and felsic metavolcanic rocks. ",VA003,phyllite,meta-argillite,,VA001 VA002 VA003,
331,VA  ,adg,adg,adg;0,VAadg;0,0,,Altered Diorite and Gabbro,Proterozoic,Altered diorite and gabbro,,"Southeastern Piedmont From expanded explanation (ref. VA002): Altered diorite and gabbro. Grayish-olive-green, medium-grained gabbro, hornblende gabbro, and diorite exhibit variable degrees of saussuritization and uralitization. The gabbros are commonly concordant with adjacent metavolcanic rocks. ",VA003,diorite,gabbro,,VA001 VA002 VA003,
332,VA  ,af,af,af;0,VAaf;0,0,,Artificial Fill,Quaternary,Artificial Fill - Areas filled for construction and waste disposal,,Coastal Plain No age on Quaternary (Karen Hostettler),VA003,unconsolidated deposit,,,VA001 VA003,
333,VA  ,ag,ag,ag;0,VAag;0,0,,Abbeyville Gabbro,Proterozoic,Abbeyville gabbro,,"Carolina Slate Belt From expanded explanation (ref. VA002): Abbeyville gabbro (Laney, 1917). Dark-greenish gray, coarse-grained metamorphosed gabbro; includes some soapstone. Mineralogy: uralitic hornblende + plagioclase + (zoisite, clinozoisite, epidote) + magnetite +/- quartz; kaolin, sericite, chlorite, and calcite are also present. Geophysical signature: positive magnetic anomaly. ",VA003,gabbro,,,VA001 VA002 VA003,
334,VA  ,ak,ak,ak;0,VAak;0,0,,Alaskite,Proterozoic,Alaskite,,"Western Piedmont, Southwest and Central. From expanded explanation (ref. VA002): Alaskite (Conley, 1985). White to light-gray, medium to coarse-grained leucocratic muscovite granite and granite gneiss. Mineralogy: potassium feldspar (perthite or microcline) + plagioclase + quartz + muscovite +/- biotite +/- epidote +/- kyanite +/- garnet. Geophysical signature: negative or flat magnetic signature; positive radiometric signature. Commonly occurs as folded sheets parallel to schistosity and as lit-par-lit injections in the Bassett and Fork Mountain Formations (Smith River Allochthon) and near the base of the Lynchburg Group (Ashe Formation or Moneta Gneiss) in the Blue Ridge or Sauratown Mountains anticlinoria. ",VA003,alkali-granite (alaskite),,,VA001 VA002 VA003,
335,VA  ,al,al,al;0,VAal;0,0,,Alluvium,Quaternary,"Alluvium - Poorly sorted organic material, clay, sand, and rounded pebbles and cobbles ",,"Coastal Plain (Holocene epoch per Karen Hostettler) From expanded explanation (ref. VA002): Alluvium (Holocene). Fine to coarse gravelly sand and sandy gravel, silt, and clay, light- to medium-gray and yellowish-gray. Deposited mainly in channel, point-bar, and flood-plain environments; includes sandy deposits of narrow estuarine beaches, and mud, muddy sand, and peat in swamps and in fresh- and brackish-water marshes bordering tidewater rivers. Grades into colluvium along steeper valley walls at margins of unit. Mostly Holocene but, locally, includes low-lying Pleistocene (?) terrace deposits. As much as 80 feet thick along major streams.	 ",VA003,alluvium,clay or mud,sand,VA001 VA002 VA003,
336,VA  ,amr,amr,amr;0,VAamr;0,0,,Amphibolite and Amphibole-Bearing Gneiss and Schist,Proterozoic,Amphibolite and amphibole-bearing gneiss and schist.,,"Central Piedmont From expanded explanation (ref. VA002): Amphibolite and amphibole-bearing gneiss and schist. Dark-gray to black, medium-grained, strongly foliated and lineated. Mineralogy: hornblende + plagioclase + biotite + quartz + epidote; apatite, titanite, and magnetite are accessory minerals. Geophysical signature: strike-elongate positive magnetic anomalies. These rocks are interlayered with migmatitic paragneiss (mpg). ",VA003,amphibolite,gneiss,schist,VA001 VA002 VA003,
337,VA  ,bgd,bgd,bgd;0,VAbgd;0,0,,Biotite Granodiorite,Proterozoic,Biotite granodiorite,,"Carolina Slate Belt From expanded explanation (ref. VA002): Biotite granodiorite. Light-gray, medium-grained, foliated. Mineralogy: quartz + potassium feldspar + plagioclase + biotite + muscovite; accessory minerals include epidote, apatite, and opaque minerals. ",VA003,granodiorite,,,VA001 VA002 VA003,
338,VA  ,bgp,bgp,bgp;0,VAbgp;0,0,,Porphyroblastic Biotite Gneiss,Proterozoic,Porphyroblastic biotite gneiss,,"Central Piedmont From expanded explanation (ref. VA002): Porphyroblastic biotite gneiss. Light-gray, medium grained, segregation-layered gneiss, contains prominent potassium feldspar porphyroblasts. Mineralogy: quartz + biotite + plagioclase + potassium feldspar + muscovite +/- hornblende; accessory minerals include epidote, apatite, and opaque minerals. ",VA003,biotite gneiss,,,VA001 VA002 VA003,
339,VA  ,bgr,bgr,bgr;0,VAbgr;0,0,,Burkeville Pluton,Proterozoic,Burkeville pluton - Granodiorite and monzonite.,,"Central Piedmont From expanded explanation (ref. VA002): Burkeville pluton. Grayish-blue, fine- to medium grained, massive to faintly foliated; composition ranges from granodiorite to monzonite. Mineralogy: oligoclase + microcline + quartz + biotite + epidote + apatite + zircon. Geophysical signature: diffuse pattern of negative magnetic and circular positive radiometric anomalies. The pluton was originally referred to as the Burkeville granite (Husted, 1942), and is the ""granite in the Burkeville granite quarry"" of Steidtmann (1945); the pluton intrudes migmatitic paragneiss (mpg). ",VA003,granodiorite,monzonite,,VA001 VA002 VA003,
